Tree_ID,harvested,latitude,longitude,Species_ID,County_ID,DIA,VOLBFNET
106,6/5/1991 4:10,39.648309,-74.593992,SP01,Co04,14.5,114.7
107,6/5/1991 9:36,39.383944,-75.138033,SP02,Co03,10.4,42.5
108,6/8/1991 19:02,39.819855,-74.551643,SP01,Co04,10,30.3
109,6/9/1991 9:28,39.389,-74.97184,SP01,Co03,10.6,42.4
110,6/9/1991 17:54,39.86123,-74.24959,SP01,Co01,11.6,23.4
111,6/9/1991 18:57,39.61123,-74.38848,SP01,Co04,10.7,41.5
112,6/12/1991 19:23,39.707955,-74.782806,SP06,Co07,16.4,175.5
113,6/15/1991 11:52,39.253437,-74.762638,SP01,Co05,10.1,28.7
114,6/23/1991 4:56,40.030379,-74.403464,SP01,Co01,9.6,29.7
115,6/25/1991 1:36,39.91678,-74.61071,SP04,Co04,12.6,79.5
116,6/25/1991 15:04,39.280012,-74.937679,SP01,Co03,9,20.9
117,6/25/1991 18:35,39.589914,-74.669941,SP01,Co02,11.6,56.6
118,6/25/1991 19:28,39.628984,-74.345934,SP01,Co01,15.3,126.1
119,6/28/1991 18:06,39.542213,-74.728398,SP01,Co02,10,32.8
120,7/1/1991 10:34,39.697373,-74.364799,SP01,Co01,10.3,36
121,7/1/1991 22:03,39.11122,-74.86072,SP01,Co05,15.4,120.4
122,7/3/1991 15:30,39.47632,-75.354269,SP01,Co13,12.6,77.8
123,7/4/1991 5:24,39.75012,-74.7496,SP01,Co07,11,45.4
124,7/4/1991 7:06,40.176216,-74.33439,SP01,Co09,9.6,29.4
125,7/4/1991 18:04,39.218159,-74.814569,SP01,Co05,14.6,108.9
126,7/7/1991 21:57,39.969998,-74.365921,SP01,Co01,9.7,27
127,7/8/1991 12:52,40.241359,-74.138323,SP01,Co09,11.9,61.8
128,7/8/1991 13:19,39.94456,-74.24959,SP01,Co01,11.4,40.2
129,7/10/1991 1:17,39.53268,-74.501358,SP01,Co02,15.6,142.5
130,7/14/1991 17:13,39.803077,-74.677805,SP01,Co04,15.8,148.3
131,7/14/1991 23:31,39.648309,-74.593992,SP01,Co04,14.2,103.1
132,7/15/1991 4:02,39.701214,-74.465742,SP01,Co04,12.1,60.3
133,7/15/1991 13:57,39.701214,-74.465742,SP01,Co04,11.6,56.1
134,7/15/1991 16:49,39.608215,-74.868051,SP01,Co02,15.7,139.3
135,7/15/1991 22:00,39.33345,-74.83294,SP01,Co02,9.9,34.5
136,7/16/1991 16:02,39.749039,-74.571052,SP01,Co04,13.9,98.2
137,7/17/1991 12:51,39.675416,-74.84935,SP01,Co07,9,19.4
138,7/18/1991 4:21,39.765734,-74.959542,SP01,Co07,11.1,53.7
139,7/19/1991 19:27,39.94476,-74.457614,SP01,Co01,9.6,25.6
140,7/23/1991 4:23,39.5279,-74.4996,SP01,Co02,11.7,65.2
141,7/24/1991 5:55,39.900458,-74.602902,SP04,Co04,16.5,196.2
142,7/26/1991 16:49,39.655051,-74.461711,SP01,Co04,10.7,41
143,7/27/1991 0:49,41.296562,-74.669638,SP01,Co11,10.1,27.3
144,7/27/1991 17:26,39.765453,-74.658351,SP01,Co04,9.3,22.5
145,7/28/1991 1:40,39.805953,-74.643189,SP01,Co04,17,165.2
146,7/28/1991 11:43,39.830066,-74.186473,SP01,Co01,10.5,38.9
147,7/29/1991 4:25,39.701214,-74.465742,SP01,Co04,9.4,23.1
148,7/29/1991 5:33,39.697373,-74.364799,SP01,Co01,11.9,58.7
149,7/31/1991 3:52,39.697377,-74.568938,SP01,Co04,11.3,50.1
150,7/31/1991 23:25,39.62899,-74.637362,SP01,Co04,13.5,90
151,8/2/1991 21:59,39.555579,-74.554491,SP01,Co02,11.5,51.1
152,8/4/1991 17:56,39.712014,-74.499853,SP01,Co04,12.6,70.8
153,8/6/1991 3:57,39.94476,-74.457614,SP01,Co01,11.9,58.7
154,8/7/1991 20:21,39.847581,-74.544927,SP01,Co04,12.6,70.1
155,8/11/1991 19:20,39.88901,-74.41626,SP01,Co01,9,21.3
156,8/12/1991 13:59,39.697263,-74.609223,SP01,Co04,10.6,38.3
157,8/13/1991 7:32,40.58584,-74.800674,SP04,Co08,14.3,128.5
158,8/16/1991 10:23,39.435902,-74.567135,SP01,Co02,12.9,77.2
159,8/22/1991 12:02,39.64451,-74.374074,SP01,Co01,9.4,22.1
160,8/24/1991 0:52,39.996167,-74.43725,SP01,Co01,10,30.3
161,8/24/1991 19:14,40.102565,-74.206132,SP01,Co01,15.2,138.2
162,8/27/1991 5:44,39.879992,-74.419044,SP01,Co01,12.7,75.3
163,8/27/1991 7:15,41.153493,-74.831817,SP04,Co11,15.3,141.4
164,8/27/1991 7:15,39.652217,-74.935871,SP01,Co06,9.5,27.9
165,8/27/1991 10:27,40.084438,-74.235786,SP01,Co01,11.2,52.8
166,8/31/1991 2:16,40.144001,-74.389861,SP01,Co01,12.7,81.5
167,9/1/1991 3:11,39.749039,-74.571052,SP01,Co04,11.6,60
168,9/3/1991 8:42,39.589914,-74.669941,SP01,Co02,10.8,42.8
169,9/5/1991 11:05,39.282992,-74.816436,SP01,Co05,10.8,40.8
170,9/6/1991 4:55,39.500284,-74.564579,SP01,Co02,15.3,126.1
171,9/7/1991 22:21,39.788699,-74.970796,SP04,Co07,12.2,74.2
172,9/8/1991 3:13,39.22256,-74.712678,SP01,Co05,12,66.9
173,9/10/1991 7:38,39.765734,-74.959542,SP03,Co07,15.9,158.3
174,9/10/1991 18:22,40.105281,-74.235435,SP01,Co01,13.3,71.8
175,9/12/1991 10:44,39.531204,-74.678686,SP01,Co02,9.9,32.3
176,9/12/1991 11:18,39.7779,-74.63849,SP01,Co04,11.4,39.8
177,9/12/1991 23:25,40.105281,-74.235435,SP01,Co01,14.3,102.1
178,9/14/1991 19:43,39.47632,-75.354269,SP01,Co13,13.2,100.1
179,9/17/1991 8:53,39.487552,-74.616862,SP01,Co02,14,116.6
180,9/21/1991 21:10,39.492731,-74.804931,SP01,Co02,10.9,47.6
181,9/22/1991 17:08,39.557868,-75.145486,SP02,Co13,14.1,117.6
182,9/26/1991 10:43,40.36122,-75.05517,SP01,Co08,13,85.4
183,9/27/1991 19:54,39.775762,-74.427029,SP01,Co04,10.4,32.5
184,9/28/1991 16:17,39.697377,-74.568938,SP01,Co04,10,36.1
185,9/29/1991 20:18,40.719629,-75.141856,SP04,Co14,13.8,115.6
186,10/5/1991 12:47,40.5001,-75.05517,SP01,Co08,14.4,106.9
187,10/7/1991 17:32,39.52257,-74.812317,SP01,Co02,9,22.2
188,10/9/1991 2:29,39.773568,-74.708721,SP01,Co04,15.6,134.8
189,10/9/1991 15:05,39.531204,-74.678686,SP01,Co02,9.9,33.4
190,10/14/1991 11:25,39.794103,-74.659666,SP01,Co04,10.4,39.8
191,10/15/1991 2:35,39.723476,-74.296789,SP01,Co01,9.1,19.8
192,10/19/1991 18:21,40.048853,-74.385295,SP01,Co01,10.4,30.3
193,10/19/1991 23:04,39.317306,-74.887465,SP01,Co03,17.1,169
194,10/20/1991 2:13,39.33345,-75.0274,SP01,Co03,13.2,87.2
195,10/21/1991 21:10,39.697377,-74.568938,SP01,Co04,11.2,50.3
196,10/21/1991 23:39,40.923329,-74.966236,SP04,Co14,9.1,26.8
197,10/22/1991 17:32,39.902806,-74.36156,SP01,Co01,11.7,50.7
198,10/23/1991 14:38,39.996167,-74.43725,SP01,Co01,10.7,42.9
199,10/23/1991 20:42,39.531204,-74.678686,SP01,Co02,13.3,68.9
200,10/25/1991 9:20,39.5279,-74.4996,SP01,Co02,10.8,53.7
201,10/26/1991 17:47,39.900458,-74.602902,SP04,Co04,11,55.3
202,10/27/1991 8:51,39.903073,-74.441708,SP01,Co01,10.8,45.7
203,10/27/1991 14:25,39.94476,-74.457614,SP01,Co01,14.1,93.5
204,10/28/1991 6:54,39.47632,-75.354269,SP01,Co13,9.6,32.8
205,11/5/1991 7:17,39.644746,-74.52261,SP01,Co04,9.3,22.8
206,11/10/1991 8:25,39.489682,-75.144511,SP01,Co03,23,402.1
207,11/11/1991 8:00,39.69456,-74.72183,SP01,Co02,9.2,25.7
208,11/13/1991 13:45,39.7779,-74.72183,SP01,Co04,10.2,44.6
209,11/14/1991 21:31,39.566238,-74.871674,SP01,Co02,12.3,70.7
210,11/15/1991 1:23,39.938779,-74.597698,SP01,Co04,9,19.7
211,11/16/1991 21:49,39.296563,-74.909495,SP01,Co03,11.3,43.6
212,11/18/1991 8:23,39.557131,-74.956349,SP01,Co06,12.1,58.2
213,11/20/1991 12:24,39.351438,-75.163824,SP02,Co03,13.3,94.1
214,11/22/1991 0:04,40.176216,-74.33439,SP01,Co09,19.5,236.2
215,11/23/1991 17:01,40.091283,-74.310553,SP03,Co01,14.9,120.6
216,11/30/1991 14:16,39.7779,-74.33292,SP01,Co01,13.9,101
217,11/30/1991 23:18,39.412948,-74.668866,SP01,Co02,9.1,22.8
218,12/1/1991 17:00,39.33345,-74.77739,SP01,Co02,9.4,28.8
219,12/1/1991 19:34,39.402808,-74.705959,SP01,Co02,15.1,135
220,12/2/1991 2:16,39.86123,-74.61071,SP01,Co04,10.6,30
221,12/2/1991 6:05,40.064811,-74.422215,SP01,Co01,10.6,38.8
222,12/4/1991 2:31,40.16678,-74.33292,SP01,Co09,9.4,22.2
223,12/10/1991 3:02,40.189812,-74.357947,SP01,Co09,18.2,190.6
224,12/10/1991 22:34,39.905565,-74.417005,SP01,Co01,10.9,49
225,12/13/1991 22:49,39.765734,-74.959542,SP01,Co07,11.9,69.2
226,12/14/1991 2:51,39.675416,-74.84935,SP01,Co07,17.1,176.6
227,12/15/1991 18:53,40.241359,-74.138323,SP01,Co09,15.6,115.3
228,12/16/1991 21:15,39.88901,-74.44404,SP01,Co01,9,23.7
229,12/18/1991 7:43,39.91678,-74.61071,SP04,Co04,9.5,29.9
230,12/19/1991 10:30,39.938581,-74.240713,SP01,Co01,13.2,74.8
231,12/20/1991 6:25,39.803077,-74.677805,SP01,Co04,18.7,224.1
232,12/20/1991 7:58,39.892379,-74.483634,SP01,Co04,14.5,111.8
233,12/20/1991 11:17,39.805953,-74.643189,SP01,Co04,11,47.5
234,12/23/1991 10:15,39.404272,-74.907558,SP01,Co03,17.5,174.6
235,12/24/1991 15:22,39.938581,-74.240713,SP01,Co01,9.7,27.4
236,12/26/1991 6:22,39.487552,-74.616862,SP01,Co02,11.2,58.5
237,12/26/1991 8:10,40.043941,-74.454737,SP01,Co01,10.7,43.9
238,12/26/1991 12:30,39.941238,-74.414441,SP01,Co01,11.2,53.3
239,12/26/1991 16:44,39.627588,-74.582878,SP03,Co04,13.8,94.9
240,12/27/1991 13:23,39.675827,-74.401836,SP01,Co04,9.2,21.1
241,12/27/1991 14:27,39.431334,-75.087206,SP03,Co03,12.2,64.5
242,12/27/1991 18:48,39.788699,-74.970796,SP04,Co07,10,33
243,12/29/1991 12:54,39.36123,-74.74961,SP01,Co02,12.8,49.8
244,12/30/1991 7:26,39.839366,-74.400074,SP01,Co01,11.8,47.7
245,12/31/1991 17:21,39.58345,-74.80516,SP01,Co02,13.4,57.1
246,12/31/1991 18:01,41.107854,-74.39924,SP05,Co10,13.8,147.8
247,1/1/1992 7:38,39.316509,-74.94403,SP01,Co03,15.2,113.9
248,1/1/1992 9:03,41.150358,-74.389141,SP04,Co10,10.1,30.3
249,1/2/1992 6:40,39.66679,-74.3607,SP01,Co01,9.8,32.3
250,1/2/1992 9:10,39.892611,-74.304967,SP01,Co01,11.6,48.7
251,1/5/1992 16:29,39.648309,-74.593992,SP01,Co04,10.3,39.3
252,1/7/1992 9:34,39.604891,-74.690598,SP01,Co02,9,21.4
253,1/8/1992 5:57,39.749039,-74.571052,SP01,Co04,9.5,30.1
254,1/9/1992 23:23,39.33345,-75.1663,SP02,Co03,16.3,106.5
255,1/12/1992 17:13,39.697377,-74.568938,SP01,Co04,10.2,39.5
256,1/12/1992 19:07,39.47632,-75.354269,SP01,Co13,12.1,69.2
257,1/14/1992 13:16,40.084438,-74.235786,SP01,Co01,18.3,199.4
258,1/15/1992 7:21,39.91678,-74.63849,SP01,Co04,15,123.6
259,1/15/1992 7:36,39.331011,-75.163329,SP02,Co03,17,155.9
260,1/15/1992 16:12,39.47234,-74.61071,SP01,Co02,12.8,86.8
261,1/18/1992 22:32,39.435902,-74.567135,SP01,Co02,11.9,69.7
262,1/20/1992 11:39,39.749039,-74.571052,SP01,Co04,13.5,83.2
263,1/21/1992 19:44,39.712014,-74.499853,SP01,Co04,9.6,30.7
264,1/22/1992 1:53,39.938581,-74.240713,SP01,Co01,9.9,27.5
265,1/24/1992 21:16,39.606361,-74.389244,SP01,Co01,10.1,37.1
266,1/25/1992 19:49,39.487552,-74.616862,SP01,Co02,12.4,81.5
267,1/26/1992 4:58,39.759413,-74.701501,SP01,Co04,11.6,54.3
268,1/26/1992 20:36,39.697377,-74.568938,SP01,Co04,10.4,41.9
269,1/27/1992 1:12,39.846006,-74.338409,SP01,Co01,11.8,59
270,1/27/1992 3:17,39.912406,-74.631462,SP01,Co04,9.1,25.4
271,1/28/1992 20:09,39.30567,-74.94406,SP02,Co03,10,40.6
272,1/29/1992 5:57,39.55567,-74.97184,SP01,Co06,11.9,46.3
273,1/30/1992 5:25,39.55567,-74.8885,SP01,Co02,9.7,22
274,1/30/1992 22:04,39.666924,-74.374257,SP01,Co01,11.1,43
275,2/2/1992 3:00,39.945305,-74.488203,SP01,Co04,12.8,66.8
276,2/2/1992 21:32,39.665149,-74.738539,SP01,Co02,10.6,36.3
277,2/4/1992 5:18,39.749039,-74.571052,SP01,Co04,14.3,101.1
278,2/5/1992 21:56,39.370013,-75.172684,SP02,Co03,15.1,117.3
279,2/9/1992 3:27,39.953867,-74.280593,SP01,Co01,9.4,22.4
280,2/9/1992 21:40,39.86123,-74.24959,SP01,Co01,9.4,23.2
281,2/10/1992 10:23,39.892379,-74.483634,SP01,Co04,15.4,138.9
282,2/11/1992 4:36,39.64451,-74.374074,SP01,Co01,10.7,41.5
283,2/13/1992 16:29,39.628984,-74.345934,SP01,Co01,9.3,23.8
284,2/16/1992 2:59,39.641172,-74.387971,SP01,Co01,14.6,112.9
285,2/20/1992 9:29,39.63901,-74.33292,SP01,Co01,14.6,79.6
286,2/22/1992 3:10,39.879992,-74.419044,SP01,Co01,11.9,60.6
287,2/25/1992 12:44,39.75012,-74.7496,SP01,Co07,13.2,74.4
288,2/25/1992 14:59,40.247493,-74.10596,SP03,Co09,13.4,90.1
289,2/28/1992 4:27,40.177392,-74.336186,SP01,Co09,13.9,99.1
290,2/28/1992 20:06,40.084438,-74.235786,SP01,Co01,11,42.3
291,2/29/1992 2:58,39.847581,-74.544927,SP01,Co04,13.4,91.3
292,3/1/1992 7:35,39.317402,-75.106747,SP01,Co03,9.3,28.1
293,3/2/1992 1:06,39.66678,-74.91628,SP01,Co06,14.1,100
294,3/4/1992 5:25,39.483522,-74.669076,SP01,Co02,11.6,40.8
295,3/5/1992 20:04,39.71413,-74.59432,SP01,Co04,9.1,19.5
296,3/7/1992 1:37,39.914171,-74.566607,SP01,Co04,12.2,73.8
297,3/10/1992 17:41,39.36123,-75.13852,SP01,Co03,13.3,78.6
298,3/11/1992 8:25,39.388575,-74.883471,SP01,Co03,10,37.2
299,3/16/1992 2:12,39.66678,-75.19407,SP01,Co06,12.6,69.6
300,3/16/1992 23:45,39.794103,-74.659666,SP01,Co04,9.5,28.9
301,3/18/1992 4:07,40.241359,-74.138323,SP01,Co09,12.3,73.2
302,3/19/1992 1:46,39.388575,-74.883471,SP01,Co03,9.6,29.1
303,3/21/1992 11:29,39.686089,-74.65232,SP03,Co04,11.8,57.1
304,3/21/1992 19:21,39.773568,-74.708721,SP01,Co04,11.1,50.4
305,3/24/1992 16:31,39.86123,-74.80516,SP01,Co04,9.1,31.9
306,3/25/1992 11:59,39.892379,-74.483634,SP01,Co04,11.6,56.1
307,3/25/1992 20:07,39.321903,-75.057033,SP01,Co03,15,128.9
308,3/28/1992 14:27,39.589914,-74.669941,SP01,Co02,12,63.9
309,3/31/1992 15:49,40.064811,-74.422215,SP01,Co01,14.8,113.9
310,4/6/1992 4:08,39.608215,-74.868051,SP01,Co02,13.8,97.2
311,4/6/1992 6:35,39.27789,-75.05518,SP01,Co03,14.4,98.6
312,4/6/1992 14:29,39.773568,-74.708721,SP01,Co04,16,153
313,4/6/1992 20:22,39.48769,-74.821099,SP01,Co02,11,45
314,4/8/1992 3:08,39.36123,-74.74961,SP01,Co02,15.9,124.8
315,4/9/1992 17:11,39.655051,-74.461711,SP01,Co04,10.4,34.4
316,4/10/1992 4:34,39.685516,-74.604399,SP01,Co04,10,34.3
317,4/10/1992 9:53,39.75012,-74.7496,SP01,Co07,9.2,20.1
318,4/10/1992 21:36,39.351438,-75.163824,SP02,Co03,10.2,43.2
319,4/10/1992 23:24,39.317402,-75.106747,SP03,Co03,11.2,52.4
320,4/12/1992 15:21,39.53268,-74.501358,SP01,Co02,11.4,55.8
321,4/13/1992 1:18,39.62899,-74.637362,SP01,Co04,10.9,45.1
322,4/14/1992 1:53,39.666924,-74.374257,SP01,Co01,9.3,23.1
323,4/18/1992 10:57,39.484636,-74.509708,SP03,Co02,11.7,60
324,4/19/1992 14:21,39.823132,-74.483503,SP01,Co04,10.4,34.4
325,4/19/1992 14:33,39.595636,-74.618943,SP01,Co02,10.9,43.1
326,4/19/1992 15:17,39.794086,-74.512038,SP01,Co04,15,114.5
327,4/25/1992 10:22,39.950292,-74.433253,SP01,Co01,9.7,32.6
328,4/25/1992 11:12,39.938581,-74.240713,SP01,Co01,13.7,83.8
329,4/28/1992 6:06,39.5279,-74.4996,SP03,Co02,19,201
330,4/28/1992 17:53,39.69456,-74.66627,SP03,Co04,9.6,19.8
331,4/29/1992 4:33,40.177392,-74.336186,SP01,Co09,9.1,21
332,4/30/1992 19:25,39.847581,-74.544927,SP01,Co04,11.4,48.6
333,4/30/1992 21:40,39.483522,-74.669076,SP01,Co02,14.7,117.9
334,4/30/1992 23:23,40.024462,-74.442599,SP01,Co01,14.3,103.1
335,4/30/1992 23:57,40.360394,-74.276618,SP01,Co09,9.4,29.7
336,5/2/1992 13:38,40.08345,-74.16625,SP01,Co01,9.2,20.4
337,5/6/1992 6:11,39.826534,-74.248635,SP01,Co01,11.3,42.4
338,5/6/1992 16:32,39.666924,-74.374257,SP01,Co01,9.6,28.4
339,5/13/1992 14:37,39.47234,-74.55516,SP01,Co02,9.1,20.4
340,5/17/1992 3:22,39.412948,-74.668866,SP01,Co02,10.5,39.4
341,5/19/1992 23:08,40.12164,-74.416234,SP01,Co01,14.8,115.9
342,5/22/1992 0:28,39.881662,-74.645113,SP01,Co04,9.4,25.8
343,5/24/1992 3:49,39.645404,-74.523482,SP01,Co04,12.1,64.3
344,5/26/1992 17:33,39.385791,-74.62793,SP01,Co02,15.1,115.3
345,5/30/1992 7:55,39.648309,-74.593992,SP01,Co04,13,76.5
346,5/31/1992 1:52,39.865099,-74.597356,SP01,Co04,10.8,42.8
347,5/31/1992 17:45,39.27789,-75.05518,SP01,Co03,20.6,209.4
348,6/4/1992 16:01,39.752539,-74.696545,SP01,Co04,13,83.3
349,6/5/1992 18:32,40.105281,-74.235435,SP01,Co01,9.8,29.3
350,6/5/1992 21:15,39.87437,-74.808599,SP01,Co04,12.8,84.7
351,6/6/1992 7:24,41.11121,-74.8885,SP01,Co11,16.8,129.7
